Cricinfo_id,AWARDS,awards_telugu
47195,['Brother of D.M. (Transvaal)'],బ్రాతర్ ఆఫ్ డి.మీ. (త్రానస్వాల్)
503123,nan,
47255,nan,
427744,nan,
481803,nan,
47492,['ICC Test Player of the Year 2008'],ఐ.సీ.సీ. టెస్ట్ ప్లేయర్ ఆఫ్ ది ఇయర్ 2008
381003,nan,
553258,nan,
481876,nan,
373321,nan,
452353,nan,
450881,nan,
939229,nan,
47508,nan,
543036,nan,
437438,nan,
698143,nan,
47498,nan,
281226,nan,
54594,nan,
543324,nan,
222212,nan,
47484,nan,
596073,nan,
327829,nan,
498582,nan,
47475,nan,
594329,nan,
47214,"['Education: Paarl Gymnasium, Stell Univ', 'Junior Representative Cricket: Bol Nuff 1990-91(C)-92(C)']","ఎడ్యుకేషన్: పార్ల్ జిమ్యంనేషియం, స్టెల్ యూనివ్,, జూనియర్ రెప్రేసెంతటివేటివ్ క్రికెట్: బోల్ నూఫ్ 1990-91(క్)-92(క్)"
47217,nan,
47512,nan,
330512,nan,
47213,nan,
429014,nan,
437423,nan,
542000,nan,
934366,nan,
47477,nan,
47179,nan,
596409,nan,
929005,nan,
47479,nan,
47251,['Brother of H.B. (Transvaal)'],బ్రాతర్ ఆఫ్ హ్.బి. (త్రానస్వాల్)
47480,nan,
949435,nan,
330522,nan,
534320,nan,
54599,nan,
222159,nan,
47497,nan,
262264,nan,
47173,nan,
47168,['Wisden Cricketer of the Year 1908'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1908
47500,nan,
330518,nan,
47215,"['Transvaal debut 1988-89, Natal B 1987-88, Somerset 1992', 'Education: Durban HS, Wits Univ', 'Junior Representative Cricket: Ntl Nuff 1986-87, SA Schools 1986(S)-87']","త్రానస్వాల్ డెబుట్ 1988-89, నటల్ బీ. 1987-88, సోమర్సెట్ 1992,, ఎడ్యుకేషన్: దర్బన్ హ్స్, విట్స్ యూనివ్,, జూనియర్ రెప్రేసెంతటివేటివ్ క్రికెట్: అన్తల్ నూఫ్ 1986-87, ఎస్.ఏ. స్కూల్స్ 1986(స్)-87"
47209,nan,
47483,nan,
674201,nan,
230860,nan,
47513,nan,
47478,nan,
234064,nan,
47165,"['Education: Alexander Road HS, Kingswood College, UPE', 'Junior Representative Cricket: EP Nuff 1988-89, SA Schools 1989']","ఎడ్యుకేషన్: అలెక్సాండర్ రోడ్ హ్స్, కింగ్స్వూడ్ కాలేజ్, యూ.పి.ఇ.,, జూనియర్ రెప్రేసెంతటివేటివ్ క్రికెట్: ఇ.పి. నూఫ్ 1988-89, ఎస్.ఏ. స్కూల్స్ 1989"
47239,nan,
807509,nan,
47181,nan,
47499,nan,
698319,nan,
280490,nan,
47490,nan,
262439,nan,
550251,nan,
47482,nan,
47184,"['Eastern Province debut 1981/82', 'Education: Maritzburg College, UPE', 'Junior Representative Cricket: Ntl Nuff 1975-76']","ఈస్టర్న్ ప్రోవిన్స్ డెబుట్ 1981/82,, ఎడ్యుకేషన్: మరిట్జ్బర్గ్ కాలేజ్, యూ.పి.ఇ.,, జూనియర్ రెప్రేసెంతటివేటివ్ క్రికెట్: అన్తల్ నూఫ్ 1975-76"
47258,"['Education: Michaelhouse', 'Junior Representative Cricket: Ntl Nuff 1992, SA Schools 1992']","ఎడ్యుకేషన్: మిచేలుసేలు,, జూనియర్ రెప్రేసెంతటివేటివ్ క్రికెట్: అన్తల్ నూఫ్ 1992, ఎస్.ఏ. స్కూల్స్ 1992"
47190,nan,
379145,nan,
47494,nan,
674553,nan,
538978,nan,
230861,nan,
276843,nan,
595056,nan,
321757,nan,
47242,"['Natal debut 1995-96', 'Griqualand West 1985-86', 'Orange Free State 1986-87 to 1994-95', 'Education: Diamantveld HS, UOFS', 'Junior Representative Cricket: GW Nuff 1983-85']","నటల్ డెబుట్ 1995-96,, గ్రిక్‌వాలండ్ వెస్ట్ 1985-86,, ఓరంజ్ ఫ్రీ స్టేట్ 1986-87 టు 1994-95,, ఎడ్యుకేషన్: డియామాంట్వెల్డ్ హ్స్, యూ.ఓ.ఎఫ్.ఎస్.,, జూనియర్ రెప్రేసెంతటివేటివ్ క్రికెట్: జీ.డబల్యూ. నూఫ్ 1983-85"
47188,nan,
427951,nan,
47267,nan,
47539,nan,
47568,nan,
47556,nan,
280267,nan,
47630,nan,
47666,nan,
222887,nan,
698317,nan,
47521,nan,
47522,nan,
47564,nan,
54644,nan,
453370,nan,
329386,nan,
320370,nan,
47516,nan,
54605,nan,
450142,nan,
47558,nan,
47663,nan,
47535,['Wisden Cricketer of the Year 1925'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1925
222838,nan,
387959,nan,
973815,nan,
54588,nan,
47541,nan,
47531,['Wisden Cricketer of the Year 1956'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1956
47526,nan,
47554,nan,
596426,nan,
47548,nan,
47662,nan,
594263,nan,
47569,nan,
47559,nan,
429708,nan,
364413,nan,
315034,nan,
318847,nan,
595439,nan,
381002,nan,
266268,nan,
47711,['South Africa Player of the Year 2007'],సౌత్ ఆఫ్రికా ప్లేయర్ ఆఫ్ ది ఇయర్ 2007
334621,nan,
47689,nan,
698311,nan,
47844,nan,
47846,nan,
500689,nan,
47700,['PCA Player of the Year 2008'],పి.సీ.ఏ. ప్లేయర్ ఆఫ్ ది ఇయర్ 2008
486680,nan,
337790,nan,
379778,nan,
370967,nan,
321776,nan,
47693,"['Education: Ermelo High School', 'Junior Representative Cricket: SACD Nuff 1994-95']","ఎడ్యుకేషన్: ఎర్మెలో హిఘ్ స్కూల్,, జూనియర్ రెప్రేసెంతటివేటివ్ క్రికెట్: ఎస్.ఏ.సీ.డి. నూఫ్ 1994-95"
54595,nan,
327831,nan,
375126,nan,
47704,nan,
327954,nan,
428726,nan,
262456,nan,
47739,['Wisden Cricketer of the Year 1908'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1908
261403,nan,
696241,nan,
285687,nan,
261792,nan,
47742,"['Education: Paarl Gimnasium', 'Junior Representative Cricket: Bol Nuff 1992-94, SA Schools 1994', 'Tours: SA U-19 to Eng 1995. Hockey (Bol U-19 1992-93)']","ఎడ్యుకేషన్: పార్ల్ జింగేషియం,, జూనియర్ రెప్రేసెంతటివేటివ్ క్రికెట్: బోల్ నూఫ్ 1992-94, ఎస్.ఏ. స్కూల్స్ 1994,, టర్స్: ఎస్.ఏ. అండర్ -19 టు ఎంగ్ 1995. హాకీ (బోల్ అండర్ -19 1992-93)"
281228,nan,
393289,nan,
47715,nan,
440554,nan,
47692,nan,
698237,nan,
535451,nan,
272614,nan,
47733,"['Brother of S.F. (Griqualand West, Transvaal)']","బ్రాతర్ ఆఫ్ ఎస్.ఎఫ్. (గ్రిక్‌వాలండ్ వెస్ట్, త్రానస్వాల్)"
364360,nan,
47851,nan,
54597,nan,
698199,nan,
262120,nan,
47717,nan,
267479,nan,
594235,nan,
261756,nan,
594997,nan,
46527,nan,
481975,nan,
261397,nan,
948513,nan,
486490,nan,
277390,nan,
696161,nan,
501358,nan,
46538,['South Africa Player of the Year 2008'],సౌత్ ఆఫ్రికా ప్లేయర్ ఆఫ్ ది ఇయర్ 2008
262126,nan,
46219,"['Son of B.G.von B. (Western Province, Transvaal, Hampshire).']","సాన్ ఆఫ్ బి.గి.వోన్ బి. (వెస్టర్న్ ప్రోవిన్స్, త్రానస్వాల్, హంపిషిర్)."
327832,nan,
379879,nan,
224116,nan,
46544,nan,
543184,nan,
595654,nan,
273242,nan,
46550,nan,
485228,nan,
46211,nan,
379097,nan,
314991,nan,
594335,nan,
46561,nan,
46231,nan,
46270,nan,
222213,nan,
498838,nan,
46536,nan,
46168,nan,
46552,nan,
264587,nan,
535393,nan,
379776,nan,
485216,nan,
46248,['South Africa Player of the Year 2008'],సౌత్ ఆఫ్రికా ప్లేయర్ ఆఫ్ ది ఇయర్ 2008
949561,nan,
330521,nan,
46203,['Wisden Cricketer of the Year 1956'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1956
267724,nan,
949459,nan,
380978,nan,
46393,nan,
491062,nan,
226543,nan,
46170,nan,
46155,"['Education: Durban HS, UNISA', 'Junior Representative Cricket: NtlB Nuff 1994-95']","ఎడ్యుకేషన్: దర్బన్ హ్స్, యూ.ఎన్.ఐ.ఎస్.ఏ.,, జూనియర్ రెప్రేసెంతటివేటివ్ క్రికెట్: ఎన్.టి.ఎల్.బీ. నూఫ్ 1994-95"
536337,nan,
46263,nan,
46512,nan,
46159,nan,
596489,nan,
380986,nan,
276684,nan,
230856,nan,
948591,nan,
282357,nan,
46221,['Wisden Cricketer of the Year 1948'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1948
834873,nan,
498591,nan,
46210,['Father of G.P. (Eastern Province).'],ఫతర్ ఆఫ్ గి.పీ. (ఈస్టర్న్ ప్రోవిన్స్).
594233,nan,
262116,nan,
321777,nan,
600498,nan,
595643,nan,
807507,nan,
221293,nan,
697381,nan,
381023,nan,
46554,nan,
46530,nan,
46233,['Wisden Cricketer of the Year 1936'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1936
698189,nan,
267339,nan,
971203,nan,
46164,nan,
498874,nan,
688143,nan,
46559,nan,
46186,nan,
1124737,nan,
605680,nan,
595440,nan,
46526,nan,
595910,nan,
46184,nan,
46522,nan,
948593,nan,
381071,nan,
542007,nan,
594264,nan,
46227,nan,
46150,nan,
46173,nan,
46264,nan,
46162,"['Education: Loghart Islamia', 'Junior Representative Cricket: NtlB Nuff 1994-95, Ntl Nuff 1996']","ఎడ్యుకేషన్: లోఘర్ట్ ఇస్లామియా,, జూనియర్ రెప్రేసెంతటివేటివ్ క్రికెట్: ఎన్.టి.ఎల్.బీ. నూఫ్ 1994-95, అన్తల్ నూఫ్ 1996"
807545,nan,
535378,nan,
550209,nan,
592935,nan,
46196,nan,
439952,nan,
429894,nan,
594283,nan,
46217,nan,
46540,nan,
46545,nan,
46216,nan,
46235,"['Education: Queens College', 'Junior Representative Cricket: Bdr Nuff 1994-95, SA U-19 1995']","ఎడ్యుకేషన్: క్వీన్స్ కాలేజ్,, జూనియర్ రెప్రేసెంతటివేటివ్ క్రికెట్: బ్దర్ నూఫ్ 1994-95, ఎస్.ఏ. అండర్ -19 1995"
46214,"['Western Province debut 1989-90', 'Transvaal 1985-86 to 1988-89', 'Transvaal B 1984-85 to 1985-86', 'Warwickshire 1986', 'Education: Carleton Jones HS, Wits Univ']","వెస్టర్న్ ప్రోవిన్స్ డెబుట్ 1989-90,, త్రానస్వాల్ 1985-86 టు 1988-89,, త్రానస్వాల్ బీ. 1984-85 టు 1985-86,, వార్విక్షిక్షిర్ 1986,, ఎడ్యుకేషన్: కార్లెటన్ జోన్స్ హ్స్, విట్స్ యూనివ్"
543195,nan,
46212,"['Wisden Cricketer of the Year 1961', 'South African Cricket Annual Cricketer of the Year: 1955']","విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1961,, సౌత్ ఆఫ్రికన్ క్రికెట్ అన్నుల్ క్రికెటర్ ఆఫ్ ది ఏర్: 1955"
46240,nan,
787235,nan,
46518,nan,
321793,nan,
596523,nan,
321758,nan,
542032,nan,
46542,nan,
46189,nan,
46229,nan,
46255,nan,
222658,nan,
46246,nan,
593963,nan,
46208,nan,
437506,nan,
46523,nan,
595882,nan,
1072594,nan,
46537,nan,
550186,nan,
222239,nan,
695245,nan,
596424,nan,
46574,nan,
676383,nan,
315010,nan,
1109144,nan,
46594,nan,
221409,nan,
381004,nan,
372114,nan,
46666,nan,
54598,nan,
315036,nan,
46592,"['Education: Dale College, EL Technical College', 'Junior Representative Cricket: Bdr Nuff 1994-95, SA Schools 1995']","ఎడ్యుకేషన్: దాలే కాలేజ్, ఇ.ఎల్. టెక్నికల్ కాలేజ్,, జూనియర్ రెప్రేసెంతటివేటివ్ క్రికెట్: బ్దర్ నూఫ్ 1994-95, ఎస్.ఏ. స్కూల్స్ 1995"
437691,nan,
262254,nan,
296153,nan,
699719,nan,
46580,nan,
542023,nan,
550226,nan,
46569,['Education: Dr EG Jansen (Boksburg)'],ఎడ్యుకేషన్: డ్ర్ ఇ.జీ. జన్సెన్ (బోక్స్‌బర్గ్)
977991,nan,
595647,nan,
221453,nan,
46670,nan,
46599,nan,
46590,nan,
629578,nan,
379873,nan,
486653,nan,
379886,nan,
596096,nan,
46671,nan,
333152,nan,
277797,nan,
698117,nan,
46586,nan,
46577,nan,
928783,nan,
429903,nan,
481979,nan,
46589,['Wisden Cricketer of the Year 1948'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1948
394965,nan,
486679,nan,
596398,nan,
46679,"['Education: Topaz Secondary', 'Junior Representative Cricket: Tvl Nuff 1992-94, SA Schools 1994']","ఎడ్యుకేషన్: టోపాజ్ సెకండరీ,, జూనియర్ రెప్రేసెంతటివేటివ్ క్రికెట్: టి.వీ.ఎల్. నూఫ్ 1992-94, ఎస్.ఏ. స్కూల్స్ 1994"
46681,nan,
262257,nan,
46707,nan,
605671,nan,
46677,nan,
370961,nan,
46689,nan,
46719,nan,
46674,nan,
278227,nan,
488980,nan,
46691,['Wisden Cricketer of the Year 1930'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1930
47912,nan,
47904,nan,
47857,nan,
379924,nan,
47903,"['Education: Wynberg BHS, Stell Univ', 'Junior Representative Cricket: WP Nuff 1991-92']","ఎడ్యుకేషన్: వైన్‌బర్గ్ బ్స్, స్టెల్ యూనివ్,, జూనియర్ రెప్రేసెంతటివేటివ్ క్రికెట్: డబల్యూ.పి. నూఫ్ 1991-92"
221140,nan,
316909,nan,
379887,nan,
330695,nan,
47879,nan,
922481,nan,
47863,nan,
48101,nan,
47870,"['Natal debut same season', 'Education: Maritzburg College', 'Junior Representative Cricket: Ntl Nuff 1991, SA Schools 1991']","నటల్ డెబుట్ సామె సీసన్,, ఎడ్యుకేషన్: మరిట్జ్బర్గ్ కాలేజ్,, జూనియర్ రెప్రేసెంతటివేటివ్ క్రికెట్: అన్తల్ నూఫ్ 1991, ఎస్.ఏ. స్కూల్స్ 1991"
47867,nan,
595283,nan,
47911,nan,
321770,nan,
48099,nan,
47900,"['Nephew of Bert Erickson, senior WP administrator', 'Junior Representative Cricket: WP SASA XI 1986-87, SASA Schools 1987']","నెఫ్ఫ్యూ ఆఫ్ బర్ట్ ఎరిక్‌సన్సన్, సీనియర్ డబల్యూ.పి. అడ్మినిస్ట్రేటర్,, జూనియర్ రెప్రేసెంతటివేటివ్ క్రికెట్: డబల్యూ.పి. ఎస్.ఏ.ఎస్.ఏ. క్సీ 1986-87, ఎస్.ఏ.ఎస్.ఏ. స్కూల్స్ 1987"
322812,nan,
47887,nan,
47854,nan,
47885,nan,
47869,nan,
222216,nan,
595036,nan,
48102,nan,
481878,nan,
949461,nan,
48112,['South Africa Player of the Year 2008'],సౌత్ ఆఫ్రికా ప్లేయర్ ఆఫ్ ది ఇయర్ 2008
807061,nan,
696163,nan,
553255,nan,
550187,nan,
594336,nan,
318842,nan,
48109,nan,
46729,nan,
46935,nan,
46745,"['Uncle of J.W.Bristow (Natal, Western Province, Griqualand West) and K.L.Bristow (Orange Free State).']","ఉంకిల్ ఆఫ్ జ్.వ్.బ్రిస్టో (నటల్, వెస్టర్న్ ప్రోవిన్స్, గ్రిక్‌వాలండ్ వెస్ట్) అండ్ క్.ల్.బ్రిస్టో (ఓరంజ్ ఫ్రీ స్టేట్)."
699539,nan,
712249,nan,
46772,['Wisden Cricketer of the Year 1966'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1966
46950,nan,
594298,nan,
623872,nan,
46948,nan,
46788,"['Education: St Thomas Senior Secondary, UPE', 'Junior Representative Cricket: EP Nuff 1993-94']","ఎడ్యుకేషన్: సెయింట్ తోమస్ సీనియర్ సెకండరీ, యూ.పి.ఇ.,, జూనియర్ రెప్రేసెంతటివేటివ్ క్రికెట్: ఇ.పి. నూఫ్ 1993-94"
